Street Address,City,ZIP,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,Latitude,Longitude,ID,EV Connector Types,Facility Type
1635 Cahuenga boul.,Los Angeles,90028,Public,24 hours daily,,1,,,34.100719,-118.329623,165662,J1772,
598 Wake Ave,El Centro,92243,Public,24 hours daily; customer use only,,8,,,32.771198,-115.533601,165772,J1772,HOTEL
4477 Pacific Hwy,San Diego,92110,Public,8am-5pm M-F; 4 hour max,,4,,,32.753036,-117.199622,165773,J1772,PARKING_LOT
62450 Chiriaco Rd,Indio,92201,Public,24 hours daily,,,1,,33.661123,-115.720575,165779,CHADEMO J1772COMBO,
4448 Granite Dr,Rocklin,95677,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,3,,,38.796066,-121.217464,165820,J1772,
1201 S Hope St,Los Angeles,90015,Public,24 hours daily,,1,,,34.040612,-118.264686,165826,J1772,
2260 W El Camino Real,Mountain View,94040,Public,24 hours daily,,2,,,37.397102,-122.104252,165827,J1772,
4939 Directors Pl,San Diego,92121,Public,24 hours daily,,2,,,32.893585,-117.208911,165845,J1772,
11099 N Torrey Pines Rd,San Diego,92037,Public,24 hours daily,,2,,,32.908505,-117.23969,165846,J1772,
11011 N Torrey Pines Rd,San Diego,92037,Public,24 hours daily,,2,,,32.905106,-117.241376,165847,J1772,
7473 Lusk Blvd,San Diego,92121,Public,24 hours daily,,2,,,32.900072,-117.217659,165848,J1772,
11025 N Torrey Pines Rd,San Diego,92121,Public,24 hours daily,,2,,,32.905937,-117.242963,165849,J1772,
11095 Torreyana Rd,San Diego,92121,Public,24 hours daily,,2,,,32.90639,-117.237686,165850,J1772,
5717 Pacific Center Blvd,San Diego,92121,Public,24 hours daily,,2,,,32.902678,-117.197888,165851,J1772,
10355 Science Center Dr,San Diego,92121,Public,24 hours daily,,2,,,32.892868,-117.23045,165852,J1772,
2990 5th St,Davis,95618,Public,24 hours daily,,2,,,38.553404,-121.712299,166194,J1772,
5921 Monterrey,Los Angeles,90042,Public,24 hours daily,,1,,,34.10497491,-118.1848455,166208,J1772,
6278 E 2nd St,Long Beach,90803,Public,24 hours daily,,2,,,33.757083,-118.111888,166218,J1772,
427 Bardin Rd,Salinas,93905,Private,24 hours daily,,4,,,36.673877,-121.60166,166301,J1772,SCHOOL
510 G St,Antioch,94509,Private,24 hours daily,,3,,,38.014401,-121.814414,166303,J1772,SCHOOL
812 W 165th Pl,Gardena,90247,Private,24 hours daily,,2,,,33.880459,-118.289875,166338,J1772,SCHOOL
41211 Via Europa,Temecula,92590,Private,24 hours daily,,4,,,33.523239,-117.084178,166343,J1772,BREWERY_DISTILLERY_WINERY
1901 Wright Pl,Carlsbad,92008,Private,24 hours daily,,4,,,33.1213278374029,-117.28932603704834,166351,J1772,HOTEL
20641 Van Buren Blvd,Riverside,92518,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,4,,,33.887013,-117.301025,166353,J1772,SHOPPING_CENTER
1004 Cherry Valley Blvd,Calimesa,92320,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,5,,,33.966499,-117.036194,166354,J1772,SHOPPING_CENTER
1305 E Pacific Coast Hwy,Long Beach,90806,Private,24 hours daily,,1,2,,33.790954,-118.174779,166355,CHADEMO J1772 J1772COMBO,COLLEGE_CAMPUS
3050 Enterprise St,Brea,92821,Private,24 hours daily,,4,,,33.915767,-117.856317,166428,J1772,OFFICE_BLDG
560 W Stuart Ave,Redlands,92373,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,14,,,34.060877,-117.187549,166429,J1772,SHOPPING_CENTER
1750 Avenue 17,Madera,93638,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,2,4,,36.994802,-120.095338,166439,CHADEMO J1772 J1772COMBO,PLACE_OF_WORSHIP
29901 Agoura Rd,Agoura Hills,91301,Private,Also accepts Paypal,,8,,,34.1466878,-118.7749111,166560,J1772,OFFICE_BLDG
5495 E La Palma Ave,Anaheim,92807,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,1,,,33.8603471,-117.7952297,166561,J1772,BANK
11800 Goldring Rd,Arcadia,91006,Private,Also accepts Paypal,,4,,,34.1003497,-118.005318,166562,J1772,MUNI_GOV
240 W Huntington Dr,Arcadia,91007,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,4,,,34.137663,-118.038184,166563,J1772,MUNI_GOV
17711 Roseton Ave,Artesia,90701,Public - Credit card at all times,After school hours only; Also accepts Paypal,,2,,,33.870239,-118.088254,166564,J1772,SCHOOL
13571 W Central Ave,Brea,92821,Public,24 hours daily; also accepts Paypal,,10,,,33.9328829,-117.896659,166565,J1772,STATE_GOV
9716 Hinton Ave,Delhi,95315,Public - Credit card at all times,After school hours only; Also accepts Paypal,,2,,,37.430038,-120.7786518,166566,J1772,SCHOOL
9350 Flair Dr,El Monte,91731,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,6,,,34.0716093,-118.0648043,166567,J1772,HOSPITAL
750 N Nash St,El Segundo,90245,Public,24 hours daily; also accepts Paypal,,1,,,33.9262762,-118.3869621,166568,J1772,HOTEL
1261 Travis Blvd,Fairfield,94533,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,2,,,38.2577334,-122.0495191,166569,J1772,OFFICE_BLDG
6121 Gushee St,Felton,95018,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,2,,,37.0503602,-122.0746325,166570,J1772,MUNI_GOV
43770 S Grimmer Blvd,Fremont,94538,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,10,,,37.507402,-121.9614014,166571,J1772,LIBRARY
3100 W Nielsen Ave,Fresno,93706,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,6,,,36.74368,-119.846474,166572,J1772,OFFICE_BLDG
10 Marconi,Irvine,92614,Public,24 hours daily; also accepts Paypal,,2,,,33.6416614,-117.7201036,166573,J1772,SCHOOL
6521 Marine Way,Irvine,92618,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,7,,,33.6776888,-117.7570179,166574,J1772,STATE_GOV
6685 Marine Way,Irvine,92618,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,10,,,33.6763004,-117.755209,166575,J1772,STATE_GOV
7755 Irvine Center Dr,Irvine,92618,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,26,,,33.6588301,-117.7487449,166576,J1772,OFFICE_BLDG
699 Sir Francis Drake Blvd,Kentfield,94904,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,2,,,37.9523826,-122.5387171,166577,J1772,SCHOOL
3881 McGowen,Lakewood,90712,Private,24 hours daily; Also accepts Paypal,,8,,,33.8302802,-118.1489693,166578,J1772,OFFICE_BLDG
9023 Camino La Jolla,Lamont,93241,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,4,,,35.2579858,-118.9036899,166579,J1772,MULTI_UNIT_DWELLING
44023 Sierra Hwy,Lancaster,93534,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,1,,,34.683403,-118.134402,166580,J1772,STATE_GOV
51710 Highway 395,Lee Vining,93541,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,1,,,37.962203,-119.121603,166581,J1772,SCHOOL
351 N Belle Haven Dr,Lemoore,93245,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,4,,,36.3002174,-119.8153396,166582,J1772,FACTORY
1740 E 15th St,Los Angeles,90021,Private,Also accepts Paypal,,2,,,34.0238256,-118.2407656,166584,J1772,STATE_GOV
2901 W Broadway,Los Angeles,90041,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,5,,,34.14619,-118.2273522,166585,J1772,STATE_GOV
5360 W Imperial Hwy,Los Angeles,90045,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,3,,,33.9306894,-118.3764977,166586,J1772,STATE_GOV
8525 Pico Blvd,Los Angeles,90035,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,4,,,34.053858,-118.377057,166587,J1772,OFFICE_BLDG
11300 Wright Rd,Lynwood,90262,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,2,,,33.9207882,-118.1798286,166588,J1772,SCHOOL
904 S Alta Vista Ave,Monrovia,91016,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,4,,,34.1422834,-118.0072181,166589,J1772,OFFICE_BLDG
16200 Vineyard Blvd,Morgan Hill,95037,Private,Also accepts Paypal,,3,,,37.118029,-121.6396292,166590,J1772,MUNI_GOV
2600 Marine Way,Mountain View,94043,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,9,,,37.4283518,-122.0976855,166591,J1772,OFFICE_BLDG
123 S Marengo Ave,Pasadena,91101,Private,Also accepts Paypal,,4,,,34.1429885,-118.1463715,166627,J1772,BANK
355 N Rosemead Blvd,Pasadena,91107,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,4,,,34.152122,-118.077329,166628,J1772,REC_SPORTS_FACILITY
8405 Pershing Dr,Playa Del Rey,90293,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,4,,,33.9570879,-118.4432657,166629,J1772,OFFICE_BLDG
4411 Mountain Lakes Blvd,Redding,96003,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,5,,,40.6303522,-122.3874526,166630,J1772,SCHOOL
300 The Village Dr,Redondo Beach,90277,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,14,,,33.8421278,-118.3902447,166631,J1772,MULTI_UNIT_DWELLING
21800 Authority Way,Riverside,92518,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,14,,,33.9108613,-117.2899271,166632,J1772,UTILITY
9153 E Lower Azusa Rd,Rosemead,91770,Private,Also accepts Paypal,,2,,,34.0886931,-118.0685314,166633,J1772,STATE_GOV
111 S Avenida De La Estrella,San Clemente,92672,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,2,,,33.4272756,-117.6112574,166634,J1772,HOTEL
500 Queens Ave,San Jose,95112,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,8,,,37.3696769,-121.90382,166635,J1772,STATE_GOV
5560 Lexington Ave,San Jose,95123,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,10,,,37.2522236,-121.7991388,166636,J1772,MULTI_UNIT_DWELLING
600 Lewelling Blvd,San Leandro,94579,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,10,,,37.6861764,-122.135878,166637,J1772,STATE_GOV
12677 Alcosta Blvd,San Ramon,94583,Private,Also accepts Paypal,,39,,,37.7753565,-121.9612642,166638,J1772,OFFICE_BLDG
2409 Camino Ramon,San Ramon,94583,Private,Also accepts Paypal,,66,,,37.7742552,-121.9637969,166639,J1772,OFFICE_BLDG
3000 Executive Pkwy,San Ramon,94583,Private,Also accepts Paypal,,29,,,37.7687272999999,-121.9683734,166640,J1772,OFFICE_BLDG
1623 17th St,Santa Monica,90404,Private,Also accepts Paypal,,4,,,34.0236495,-118.4786843,166642,J1772,SCHOOL
815 Ashland Ave,Santa Monica,90405,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,4,,,34.0052457,-118.473249,166649,J1772,MULTI_UNIT_DWELLING
44 N San Joaquin St,Stockton,95202,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,4,,,37.9539176,-121.2866871,166651,J1772,STATE_GOV
4751 Highway Sunol,Sunol,94586,Private,also accepts Paypal,,8,,,37.5660751,-121.897301,166652,J1772,STATE_GOV
28820 The Old Rd,Valencia,91355,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,10,,,34.4419808,-118.6067459,166653,J1772,STATE_GOV
5001 S Soto St,Vernon,90058,Private,Also accepts Paypal,,6,,,33.9981423,-118.2196046,166654,J1772,OFFICE_BLDG
1500 Poplar Ave,Wasco,93280,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,2,,,35.584763,-119.343726,166655,J1772,MULTI_UNIT_DWELLING
890 Embarcadero Dr,West Sacramento,95605,Private,Also accepts Paypal,,14,,,38.5871205,-121.5643085,166657,J1772,OFFICE_BLDG
1940 Workman Mill Rd,Whittier,90601,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,10,,,34.0324112,-118.0193128,166658,J1772,STATE_GOV
1029 East Capitol Expressway,San Jose,95121,Public,24 hours daily; for Tesla use only,,,20,,37.300233,-121.824873,166702,TESLA,SHOPPING_MALL
2959 Speno Drive,Patterson,95363,Public,24 hours daily; for Tesla use only,,,8,,37.4665,-121.174442,166703,TESLA,INN
190 Donahue Street,Marin City,94965,Public,24 hours daily; for Tesla use only,,,16,,37.872884,-122.510535,166705,TESLA,SHOPPING_MALL
2421-2445 Golden Hill Road,Paso Robles,93446,Public,24 hours daily; for Tesla use only,,,28,,35.645545,-120.660144,166707,TESLA,SHOPPING_CENTER
8778 19th St,Rancho Cucamonga,91701,Public,6am-12am daily,,4,,,34.134026,-117.615031,166751,J1772,SHOPPING_MALL
1401 Macdonald Ave,Richmond,94801,Public,6am-12am daily,,2,,,37.935798,-122.355031,166752,J1772,MUNI_GOV
1221 Anacapa,Santa Barbara,93101,Public,24 hours daily,,2,,,34.424594,-119.704585,166766,J1772,
5741-5743 Almaden Rd,San Jose,95118,Public,24 hours daily,,,1,,37.247256,-121.874416,166767,CHADEMO J1772COMBO,
9902 Genesee Ave,San Diego,92037,Public,24 hours daily,,1,,,32.883169,-117.224606,166788,J1772,
Voigt Dr & Scripps Memorial Hospital,San Diego,92037,Public,24 hours daily,,2,,,32.882882,-117.224238,166789,J1772,
Scripps Hospital Driveway,San Diego,92037,Public,24 hours daily,,2,,,32.883222,-117.224724,166790,J1772,
205 S Western Ave,Los Angeles,90004,Public,24 hours daily,,1,,,34.070638,-118.309215,166801,J1772,
245 Pacific Coast Hwy,Wilmington,90744,Public,24 hours daily,,1,,,33.79123812,-118.2606617,166803,J1772,
3198 Hamner Ave,Norco,92860,Public,24 hours daily,,,2,,33.928312,-117.558425,166807,CHADEMO J1772COMBO,GAS_STATION
84417 Indio Blvd,Indio,92201,Public,24 hours daily,,,2,,33.700776,-116.193157,166809,CHADEMO J1772COMBO,GAS_STATION
605 All America Way,Sunnyvale,94086,Public,24 hours daily,,2,,,37.370397,-122.038243,166814,J1772,
5125 East Kings Canyon Road,Fresno,93727,Public,24 hours daily,,,4,,36.736823,-119.721197,166830,CHADEMO J1772COMBO,
"5120 W. Goldleaf Circle, Suite 110",Los Angeles,90056,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,4,,,33.988136,-118.367444,166843,J1772,
2125 Santa Fe Ave,Long Beach,90810,Public,24 hours daily,,2,,,33.795486,-118.215688,166845,J1772,
239 Los Cerritos Center,Cerritos,90703,Public,24 hours daily; for Tesla use only,,,12,,33.864724,-118.091532,166862,TESLA,SHOPPING_MALL
3200 Soscol Ave,Napa,94558,Public,24 hours daily,,2,,,38.323425,-122.286644,166872,J1772,
1609 28th St,Bakersfield,93301,Public,24 hours daily,,1,,,35.384678,-119.02051,166873,J1772,
555 N Broadway,Los Angeles,90012,Public,24 hours daily,,1,,,34.058224,-118.24101,166874,J1772,
17100 Foothill Ave,North Edwards,93523,Public,24 hours daily,,2,,,35.015369,-117.826291,166893,J1772,
5075 Shoreham Pl,San Diego,92122,Public,24 hours daily,,2,,,32.85308,-117.18448,166894,J1772,
1065 Brea Mall Drive,Brea,92821,Public,24 hours daily,,,4,,33.914718,-117.883538,166907,CHADEMO J1772COMBO,
3945 Rivermark Plaza,Santa Clara,95054,Public,24 hours daily; for Tesla use only,,,16,,37.395486,-121.94524,166930,TESLA,SHOPPING_MALL
787 S. Alameda Street,Los Angeles,90021,Public,24 hours daily; for Tesla use only,,,16,,34.033065,-118.240294,166931,TESLA,SHOPPING_MALL
600 E 6th St,Beaumont,92223,Public,24 hours daily,,,1,,33.929976,-116.974252,166943,CHADEMO J1772COMBO,
2565 Parallel Dr,Lakeport,95453,Public,24 hours daily,,2,,,39.019034,-122.917743,166944,J1772,
1000 Hensley Creek Rd,Ukiah,95482,Public,24 hours daily,,2,,,39.188691,-123.227105,166945,J1772,
375 E Commercial St,Willits,95490,Public,24 hours daily,,2,,,39.413285,-123.348705,166947,J1772,
555 N Spring St,Los Angeles,90012,Public,24 hours daily,,1,,,34.057727,-118.241107,166948,J1772,
3150 Business Park Dr.,Vista,92081,Public,24 hours daily,,1,3,,33.136802,-117.227932,166961,CHADEMO J1772 J1772COMBO,
20065 W. Rinaldi St,Los Angeles,91326,Public,24 hours daily,,1,,,34.275535,-118.572046,166997,J1772,
99 Aquarium Way,Long Beach,90802,Public,24 hours daily,,2,,,33.76369,-118.196088,166998,J1772,
3170 Hilltop Mall Rd,Richmond,94806,Public,24 hours daily,,2,,,37.981018,-122.32392,166999,J1772,
600 Hansen Way,Palo Alto,94304,Public,24 hours daily,,2,,,37.4203,-122.139305,167000,J1772,
3800 Homestead Road,Santa Clara,95051,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,5,,,37.336093,-122.001456,167030,J1772,
Lakeview Cir,Pittsburg,94565,Public,24 hours daily,,2,,,38.007327,-121.861829,167033,J1772,
East Leland Rd &amp; Lakeview Cir,Pittsburg,94565,Public,24 hours daily,,2,,,38.007506,-121.861941,167034,J1772,
1541 Hill Rd,Novato,94947,Public,24 hours daily,,2,,,38.096233,-122.57466,167035,J1772,
1549 Hill Rd,Novato,94947,Public,24 hours daily,,2,,,38.096052,-122.575385,167036,J1772,
750 Reed St,Santa Clara,95050,Public,24 hours daily,,2,,,37.358935,-121.946016,167037,J1772,
788 Reed St,Santa Clara,95050,Public,24 hours daily,,2,,,37.358939,-121.946665,167038,J1772,
25 W. CASTLEWOOD DR.,SAN RAFAEL,94901,Public,24 hours daily,,14,,,37.983514,-122.478788,167047,J1772,
747 Grand Avenue,Diamond Bar,91765,Public,24 hours daily,,1,3,,34.004363,-117.822227,167048,CHADEMO J1772 J1772COMBO,
2701 Barnard Way,Santa Monica,90405,Public,24 hours daily,,2,,,33.999392,-118.48414,167061,J1772,
778 Reed St,Santa Clara,95050,Public,24 hours daily,,1,,,37.358665,-121.9469,167062,J1772,
51 Tierra Rejada Road,Simi Valley,93065,Public,24 hours daily; for Tesla use only,,,12,,34.272092,-118.797297,167126,TESLA,SHOPPING_CENTER
22131 Clarendon St,Los Angeles,91367,Public,24 hours daily,,1,,,34.170109,-118.607908,167156,J1772,
21535 Hawthorne Blvd,Torrance,90503,Public,24 hours daily,,2,,,33.832543,-118.353127,167176,J1772,
Unnamed Road,Torrance,90503,Public,24 hours daily,,2,,,33.832417,-118.354135,167177,J1772,
932 S Flower St,Los Angeles,90015,Public,24 hours daily,,1,,,34.045146,-118.261928,167184,J1772,
3505 Chapman Ave,Orange,92868,Public,24 hours daily,,2,,,33.789347,-117.889793,167198,J1772,
17300 Laguna Canyon Rd,Irvine,92603,Public,24 hours daily,,1,,,33.648887,-117.765065,167200,J1772,
17100 Laguna Canyon Rd,Irvine,92603,Public,24 hours daily,,1,,,33.650169,-117.765565,167201,J1772,
17100-17900 Laguna Canyon Rd,Irvine,92603,Public,24 hours daily,,1,,,33.648884,-117.764828,167202,J1772,
17200 Laguna Canyon Rd,Irvine,92603,Public,24 hours daily,,1,,,33.65019,-117.764054,167203,J1772,
17240 Laguna Canyon Rd,Irvine,92603,Public,24 hours daily,,2,,,33.649452,-117.763834,167204,J1772,
31621 Pleasant Dr,Running Springs,92382,Public,24 hours daily,,1,,,34.207527,-117.11371,167225,J1772,
6416 Halyard Pl,Carlsbad,92011,Public,24 hours daily,,1,,,33.11922,-117.29988,167226,J1772,
24761 Hospitality Pl,Murrieta,92562,Public,24 hours daily,,2,,,33.56266,-117.201764,167248,J1772,
6200 Variel,Los Angeles,91367,Public,24 hours daily,,1,,,34.183407,-118.592602,167249,J1772,
904 N. La Brea,Los Angeles,90038,Public,24 hours daily,,2,,,34.087303,-118.343645,167283,J1772,
4700 Freeport Blvd,Sacramento,95822,Public,24 hours daily; for Tesla use only,,,8,,38.533667,-121.496108,167286,TESLA,GROCERY
990 990 Avenida Vista Hermosa,San Clemente,92673,Public,24 hours daily; for Tesla use only,,,12,,33.46293,-117.60813,167287,TESLA,SHOPPING_CENTER
2600 W Ave I,Lancaster,93536,Public,6am-12am daily,,4,,,34.70247,-118.177314,167297,J1772,OTHER_ENTERTAINMENT
14845 Ventura Blvd,Sherman Oaks,91403,Public,6am-12am daily,,4,,,34.153146,-118.456954,167298,J1772,GROCERY
14311 Ventura Blvd,Sherman Oaks,91423,Public,6am-12am daily,,2,,,34.150663,-118.444938,167299,J1772,GROCERY
43301 12th St W,Lancaster,93534,Public,Dealership business hours,,1,,,34.670745,-118.152947,167309,J1772,CAR_DEALER
1155 Auto Mall Dr,Lancaster,93534,Public,Dealership business hours,,1,,,34.670522,-118.150457,167310,J1772,CAR_DEALER
1160 Motor Ln,Lancaster,93534,Public,Dealership business hours; customer use only,,2,,,34.668431,-118.152467,167311,J1772,CAR_DEALER
401 Auto Vista Dr,Palmdale,93551,Public,Dealership business hours,,2,,,34.593507,-118.136718,167312,J1772,CAR_DEALER
1 College Dr,Blythe,92225,Public,24 hours daily,,2,,,33.661765,-114.652261,167406,J1772,
2700 West 120th Avenue,Hawthorne,90250,Public,24 hours daily; for Tesla use only,,,16,,33.922601,-118.322054,167424,TESLA,SHOPPING_CENTER
181-187 Avram Ave,Rohnert Park,94928,Public,24 hours daily,,2,,,38.342172,-122.709534,167464,J1772,
1 Hacker Way Building 10,Menlo Park,94025,Public,24 hours daily,,2,,,37.48322,-122.150249,167481,J1772,
6235 E Spring St,Long Beach,90808,Public,24 hours daily,,2,,,33.811669,-118.110521,167489,J1772,
1945 Berkeley Way,Berkeley,94704,Public,24 hours daily,,10,,,37.872887,-122.271282,167494,J1772,
2212 Sawtelle Blvd,Los Angeles,90064,Public,24 hours daily,,1,,,34.03763,-118.440936,167495,J1772,
135 S AVENUE 50,Los Angeles,90042,Public,24 hours daily,,1,,,34.10459,-118.201828,167498,J1772,
133 General Stilwell Dr,Marina,93933,Public,24 hours daily,,,1,,36.666206,-121.810918,167508,CHADEMO J1772COMBO,
203 Redwood Shores Pkwy,Redwood City,94065,Public,24 hours daily,,2,,,37.521522,-122.254901,167509,J1772,
